sentid,sentence,pronoun,occupation,participant,gender,target,label
physician.someone.1.neutral.txt,The physician warned someone that they needed to get more rest.,they,physician,someone,neutral,someone,1
physician.patient.0.male.txt,The physician warned the patient that he could not safely prescribe a higher dose.,he,physician,patient,male,physician,0
physician.patient.0.female.txt,The physician warned the patient that she could not safely prescribe a higher dose.,she,physician,patient,female,physician,0
physician.patient.0.neutral.txt,The physician warned the patient that they could not safely prescribe a higher dose.,they,physician,patient,neutral,physician,0
physician.someone.0.male.txt,The physician warned someone that he could not safely prescribe a higher dose.,he,physician,someone,male,physician,0
physician.someone.0.female.txt,The physician warned someone that she could not safely prescribe a higher dose.,she,physician,someone,female,physician,0
physician.someone.0.neutral.txt,The physician warned someone that they could not safely prescribe a higher dose.,they,physician,someone,neutral,physician,0
carpenter.onlooker.1.male.txt,The carpenter told the onlooker that he needed to stand at least thirty feet from the building site.,he,carpenter,onlooker,male,onlooker,1
carpenter.onlooker.1.female.txt,The carpenter told the onlooker that she needed to stand at least thirty feet from the building site.,she,carpenter,onlooker,female,onlooker,1
carpenter.onlooker.1.neutral.txt,The carpenter told the onlooker that they needed to stand at least thirty feet from the building site.,they,carpenter,onlooker,neutral,onlooker,1
carpenter.someone.1.male.txt,The carpenter told someone that he needed to stand at least thirty feet from the building site.,he,carpenter,someone,male,someone,1
carpenter.someone.1.female.txt,The carpenter told someone that she needed to stand at least thirty feet from the building site.,she,carpenter,someone,female,someone,1
carpenter.someone.1.neutral.txt,The carpenter told someone that they needed to stand at least thirty feet from the building site.,they,carpenter,someone,neutral,someone,1
carpenter.onlooker.0.male.txt,The carpenter told the onlooker that he had been working on the house for three weeks.,he,carpenter,onlooker,male,carpenter,0
carpenter.onlooker.0.female.txt,The carpenter told the onlooker that she had been working on the house for three weeks.,she,carpenter,onlooker,female,carpenter,0
carpenter.onlooker.0.neutral.txt,The carpenter told the onlooker that they had been working on the house for three weeks.,they,carpenter,onlooker,neutral,carpenter,0
carpenter.someone.0.male.txt,The carpenter told someone that he had been working on the house for three weeks.,he,carpenter,someone,male,carpenter,0
carpenter.someone.0.female.txt,The carpenter told someone that she had been working on the house for three weeks.,she,carpenter,someone,female,carpenter,0
carpenter.someone.0.neutral.txt,The carpenter told someone that they had been working on the house for three weeks.,they,carpenter,someone,neutral,carpenter,0
nurse.patient.0.male.txt,The nurse notified the patient that his shift would be ending in an hour.,his,nurse,patient,male,nurse,0
nurse.patient.0.female.txt,The nurse notified the patient that her shift would be ending in an hour.,her,nurse,patient,female,nurse,0
nurse.patient.0.neutral.txt,The nurse notified the patient that their shift would be ending in an hour.,their,nurse,patient,neutral,nurse,0
nurse.someone.0.male.txt,The nurse notified someone that his shift would be ending in an hour.,his,nurse,someone,male,nurse,0
nurse.someone.0.female.txt,The nurse notified someone that her shift would be ending in an hour.,her,nurse,someone,female,nurse,0
nurse.someone.0.neutral.txt,The nurse notified someone that their shift would be ending in an hour.,their,nurse,someone,neutral,nurse,0
nurse.patient.1.male.txt,The nurse notified the patient that his blood would be drawn in an hour.,his,nurse,patient,male,patient,1
nurse.patient.1.female.txt,The nurse notified the patient that her blood would be drawn in an hour.,her,nurse,patient,female,patient,1
nurse.patient.1.neutral.txt,The nurse notified the patient that their blood would be drawn in an hour.,their,nurse,patient,neutral,patient,1
nurse.someone.1.male.txt,The nurse notified someone that his blood would be drawn in an hour.,his,nurse,someone,male,someone,1
nurse.someone.1.female.txt,The nurse notified someone that her blood would be drawn in an hour.,her,nurse,someone,female,someone,1
nurse.someone.1.neutral.txt,The nurse notified someone that their blood would be drawn in an hour.,their,nurse,someone,neutral,someone,1
investigator.witness.1.male.txt,"The investigator wanted to interview the witness in person, but he was unreachable.",he,investigator,witness,male,witness,1
investigator.witness.1.female.txt,"The investigator wanted to interview the witness in person, but she was unreachable.",she,investigator,witness,female,witness,1
investigator.witness.1.neutral.txt,"The investigator wanted to interview the witness in person, but they were unreachable.",they,investigator,witness,neutral,witness,1
investigator.someone.1.male.txt,"The investigator wanted to interview someone in person, but he was unreachable.",he,investigator,someone,male,someone,1
investigator.someone.1.female.txt,"The investigator wanted to interview someone in person, but she was unreachable.",she,investigator,someone,female,someone,1
investigator.someone.1.neutral.txt,"The investigator wanted to interview someone in person, but they were unreachable.",they,investigator,someone,neutral,someone,1
investigator.witness.0.male.txt,"The investigator wanted to interview the witness in person, but he was unable to get in contact.",he,investigator,witness,male,investigator,0
investigator.witness.0.female.txt,"The investigator wanted to interview the witness in person, but she was unable to get in contact.",she,investigator,witness,female,investigator,0
investigator.witness.0.neutral.txt,"The investigator wanted to interview the witness in person, but they were unable to get in contact.",they,investigator,witness,neutral,investigator,0
investigator.someone.0.male.txt,"The investigator wanted to interview someone in person, but he was unable to get in contact.",he,investigator,someone,male,investigator,0
investigator.someone.0.female.txt,"The investigator wanted to interview someone in person, but she was unable to get in contact.",she,investigator,someone,female,investigator,0
investigator.someone.0.neutral.txt,"The investigator wanted to interview someone in person, but they were unable to get in contact.",they,investigator,someone,neutral,investigator,0
bartender.customer.1.male.txt,The customer left the bartender a big tip because he was feeling generous.,he,bartender,customer,male,customer,1
bartender.customer.1.female.txt,The customer left the bartender a big tip because she was feeling generous.,she,bartender,customer,female,customer,1
bartender.customer.1.neutral.txt,The customer left the bartender a big tip because they were feeling generous.,they,bartender,customer,neutral,customer,1
bartender.someone.1.male.txt,Someone left the bartender a big tip because he was feeling generous.,he,bartender,someone,male,someone,1
bartender.someone.1.female.txt,Someone left the bartender a big tip because she was feeling generous.,she,bartender,someone,female,someone,1
bartender.someone.1.neutral.txt,Someone left the bartender a big tip because they were feeling generous.,they,bartender,someone,neutral,someone,1
bartender.customer.0.male.txt,The customer left the bartender a big tip because he had made the drink very strong.,he,bartender,customer,male,bartender,0
bartender.customer.0.female.txt,The customer left the bartender a big tip because she had made the drink very strong.,she,bartender,customer,female,bartender,0
bartender.customer.0.neutral.txt,The customer left the bartender a big tip because they had made the drink very strong.,they,bartender,customer,neutral,bartender,0
bartender.someone.0.male.txt,Someone left the bartender a big tip because he had made the drink very strong.,he,bartender,someone,male,bartender,0
bartender.someone.0.female.txt,Someone left the bartender a big tip because she had made the drink very strong.,she,bartender,someone,female,bartender,0
bartender.someone.0.neutral.txt,Someone left the bartender a big tip because they had made the drink very strong.,they,bartender,someone,neutral,bartender,0
specialist.patient.1.male.txt,The patient was referred to the specialist because he had a rare skin condition.,he,specialist,patient,male,patient,1
specialist.patient.1.female.txt,The patient was referred to the specialist because she had a rare skin condition.,she,specialist,patient,female,patient,1
specialist.patient.1.neutral.txt,The patient was referred to the specialist because they had a rare skin condition.,they,specialist,patient,neutral,patient,1
specialist.someone.1.male.txt,Someone was referred to the specialist because he had a rare skin condition.,he,specialist,someone,male,someone,1
specialist.someone.1.female.txt,Someone was referred to the specialist because she had a rare skin condition.,she,specialist,someone,female,someone,1
specialist.someone.1.neutral.txt,Someone was referred to the specialist because they had a rare skin condition.,they,specialist,someone,neutral,someone,1
specialist.patient.0.male.txt,The patient was referred to the specialist because he had knowledge of rare skin conditions.,he,specialist,patient,male,specialist,0
specialist.patient.0.female.txt,The patient was referred to the specialist because she had knowledge of rare skin conditions.,she,specialist,patient,female,specialist,0
specialist.patient.0.neutral.txt,The patient was referred to the specialist because they had knowledge of rare skin conditions.,they,specialist,patient,neutral,specialist,0
specialist.someone.0.male.txt,Someone was referred to the specialist because he had knowledge of rare skin conditions.,he,specialist,someone,male,specialist,0
specialist.someone.0.female.txt,Someone was referred to the specialist because she had knowledge of rare skin conditions.,she,specialist,someone,female,specialist,0
specialist.someone.0.neutral.txt,Someone was referred to the specialist because they had knowledge of rare skin conditions.,they,specialist,someone,neutral,specialist,0
electrician.homeowner.1.male.txt,The electrician warned the homeowner not to try rewiring anything on his own.,his,electrician,homeowner,male,homeowner,1
electrician.homeowner.1.female.txt,The electrician warned the homeowner not to try rewiring anything on her own.,her,electrician,homeowner,female,homeowner,1
electrician.homeowner.1.neutral.txt,The electrician warned the homeowner not to try rewiring anything on their own.,their,electrician,homeowner,neutral,homeowner,1
electrician.someone.1.male.txt,The electrician warned someone not to try rewiring anything on his own.,his,electrician,someone,male,someone,1
electrician.someone.1.female.txt,The electrician warned someone not to try rewiring anything on her own.,her,electrician,someone,female,someone,1
electrician.someone.1.neutral.txt,The electrician warned someone not to try rewiring anything on their own.,their,electrician,someone,neutral,someone,1
electrician.homeowner.0.male.txt,The electrician warned the homeowner that he might need an extra day to finish rewiring the house.,he,electrician,homeowner,male,electrician,0
electrician.homeowner.0.female.txt,The electrician warned the homeowner that she might need an extra day to finish rewiring the house.,she,electrician,homeowner,female,electrician,0
electrician.homeowner.0.neutral.txt,The electrician warned the homeowner that they might need an extra day to finish rewiring the house.,they,electrician,homeowner,neutral,electrician,0
electrician.someone.0.male.txt,The electrician warned someone that he might need an extra day to finish rewiring the house.,he,electrician,someone,male,electrician,0
electrician.someone.0.female.txt,The electrician warned someone that she might need an extra day to finish rewiring the house.,she,electrician,someone,female,electrician,0
electrician.someone.0.neutral.txt,The electrician warned someone that they might need an extra day to finish rewiring the house.,they,electrician,someone,neutral,electrician,0
officer.protester.0.male.txt,The officer arrested the protester even though he was not on duty.,he,officer,protester,male,officer,0
officer.protester.0.female.txt,The officer arrested the protester even though she was not on duty.,she,officer,protester,female,officer,0
officer.protester.0.neutral.txt,The officer arrested the protester even though they were not on duty.,they,officer,protester,neutral,officer,0
officer.someone.0.male.txt,The officer arrested someone even though he was not on duty.,he,officer,someone,male,officer,0
officer.someone.0.female.txt,The officer arrested someone even though she was not on duty.,she,officer,someone,female,officer,0
officer.someone.0.neutral.txt,The officer arrested someone even though they were not on duty.,they,officer,someone,neutral,officer,0
officer.protester.1.male.txt,The officer arrested the protester even though he was not violent.,he,officer,protester,male,protester,1
officer.protester.1.female.txt,The officer arrested the protester even though she was not violent.,she,officer,protester,female,protester,1
officer.protester.1.neutral.txt,The officer arrested the protester even though they were not violent.,they,officer,protester,neutral,protester,1
officer.someone.1.male.txt,The officer arrested someone even though he was not violent.,he,officer,someone,male,someone,1
officer.someone.1.female.txt,The officer arrested someone even though she was not violent.,she,officer,someone,female,someone,1
officer.someone.1.neutral.txt,The officer arrested someone even though they were not violent.,they,officer,someone,neutral,someone,1
pathologist.victim.0.male.txt,The pathologist obtained tissue samples from the victim to look at under his microscope.,his,pathologist,victim,male,pathologist,0
pathologist.victim.0.female.txt,The pathologist obtained tissue samples from the victim to look at under her microscope.,her,pathologist,victim,female,pathologist,0
pathologist.victim.0.neutral.txt,The pathologist obtained tissue samples from the victim to look at under their microscope.,their,pathologist,victim,neutral,pathologist,0
pathologist.someone.0.male.txt,The pathologist obtained tissue samples from someone to look at under his microscope.,his,pathologist,someone,male,pathologist,0
pathologist.someone.0.female.txt,The pathologist obtained tissue samples from someone to look at under her microscope.,her,pathologist,someone,female,pathologist,0
pathologist.someone.0.neutral.txt,The pathologist obtained tissue samples from someone to look at under their microscope.,their,pathologist,someone,neutral,pathologist,0
pathologist.victim.1.male.txt,The pathologist obtained tissue samples from the victim to determine the cause of his death.,his,pathologist,victim,male,victim,1
pathologist.victim.1.female.txt,The pathologist obtained tissue samples from the victim to determine the cause of her death.,her,pathologist,victim,female,victim,1
pathologist.victim.1.neutral.txt,The pathologist obtained tissue samples from the victim to determine the cause of their death.,their,pathologist,victim,neutral,victim,1
pathologist.someone.1.male.txt,The pathologist obtained tissue samples from someone to determine the cause of his death.,his,pathologist,someone,male,someone,1
pathologist.someone.1.female.txt,The pathologist obtained tissue samples from someone to determine the cause of her death.,her,pathologist,someone,female,someone,1
pathologist.someone.1.neutral.txt,The pathologist obtained tissue samples from someone to determine the cause of their death.,their,pathologist,someone,neutral,someone,1
teacher.student.1.male.txt,The student asked the teacher if he could get an extension on the assignment.,he,teacher,student,male,student,1
teacher.student.1.female.txt,The student asked the teacher if she could get an extension on the assignment.,she,teacher,student,female,student,1
teacher.student.1.neutral.txt,The student asked the teacher if they could get an extension on the assignment.,they,teacher,student,neutral,student,1
teacher.someone.1.male.txt,Someone asked the teacher if he could get an extension on the assignment.,he,teacher,someone,male,someone,1
teacher.someone.1.female.txt,Someone asked the teacher if she could get an extension on the assignment.,she,teacher,someone,female,someone,1
teacher.someone.1.neutral.txt,Someone asked the teacher if they could get an extension on the assignment.,they,teacher,someone,neutral,someone,1
teacher.student.0.male.txt,The student asked the teacher if he could grant an extension on the assignment.,he,teacher,student,male,teacher,0
teacher.student.0.female.txt,The student asked the teacher if she could grant an extension on the assignment.,she,teacher,student,female,teacher,0
teacher.student.0.neutral.txt,The student asked the teacher if they could grant an extension on the assignment.,they,teacher,student,neutral,teacher,0
teacher.someone.0.male.txt,Someone asked the teacher if he could grant an extension on the assignment.,he,teacher,someone,male,teacher,0
teacher.someone.0.female.txt,Someone asked the teacher if she could grant an extension on the assignment.,she,teacher,someone,female,teacher,0
teacher.someone.0.neutral.txt,Someone asked the teacher if they could grant an extension on the assignment.,they,teacher,someone,neutral,teacher,0
lawyer.witness.1.male.txt,The lawyer cross-examined the witness until he broke under pressure.,he,lawyer,witness,male,witness,1
lawyer.witness.1.female.txt,The lawyer cross-examined the witness until she broke under pressure.,she,lawyer,witness,female,witness,1
lawyer.witness.1.neutral.txt,The lawyer cross-examined the witness until they broke under pressure.,they,lawyer,witness,neutral,witness,1
lawyer.someone.1.male.txt,The lawyer cross-examined someone until he broke under pressure.,he,lawyer,someone,male,someone,1
lawyer.someone.1.female.txt,The lawyer cross-examined someone until she broke under pressure.,she,lawyer,someone,female,someone,1
lawyer.someone.1.neutral.txt,The lawyer cross-examined someone until they broke under pressure.,they,lawyer,someone,neutral,someone,1
lawyer.witness.0.male.txt,The lawyer cross-examined the witness until he was finished asking questions.,he,lawyer,witness,male,lawyer,0
lawyer.witness.0.female.txt,The lawyer cross-examined the witness until she was finished asking questions.,she,lawyer,witness,female,lawyer,0
lawyer.witness.0.neutral.txt,The lawyer cross-examined the witness until they were finished asking questions.,they,lawyer,witness,neutral,lawyer,0
lawyer.someone.0.male.txt,The lawyer cross-examined someone until he was finished asking questions.,he,lawyer,someone,male,lawyer,0
lawyer.someone.0.female.txt,The lawyer cross-examined someone until she was finished asking questions.,she,lawyer,someone,female,lawyer,0
lawyer.someone.0.neutral.txt,The lawyer cross-examined someone until they were finished asking questions.,they,lawyer,someone,neutral,lawyer,0
planner.resident.1.male.txt,The planner spoke with the resident who said that his entire community did not want an aiport nearby.,his,planner,resident,male,resident,1
planner.resident.1.female.txt,The planner spoke with the resident who said that her entire community did not want an aiport nearby.,her,planner,resident,female,resident,1
planner.resident.1.neutral.txt,The planner spoke with the resident who said that their entire community did not want an aiport nearby.,their,planner,resident,neutral,resident,1
planner.someone.1.male.txt,The planner spoke with someone who said that his entire community did not want an aiport nearby.,his,planner,someone,male,someone,1
planner.someone.1.female.txt,The planner spoke with someone who said that her entire community did not want an aiport nearby.,her,planner,someone,female,someone,1
planner.someone.1.neutral.txt,The planner spoke with someone who said that their entire community did not want an aiport nearby.,their,planner,someone,neutral,someone,1
planner.resident.0.male.txt,The planner spoke with the resident who said that his proposal to build a new airport would be met with fierce opposition.,his,planner,resident,male,planner,0
planner.resident.0.female.txt,The planner spoke with the resident who said that her proposal to build a new airport would be met with fierce opposition.,her,planner,resident,female,planner,0
planner.resident.0.neutral.txt,The planner spoke with the resident who said that their proposal to build a new airport would be met with fierce opposition.,their,planner,resident,neutral,planner,0
planner.someone.0.male.txt,The planner spoke with someone who said that his proposal to build a new airport would be met with fierce opposition.,his,planner,someone,male,planner,0
planner.someone.0.female.txt,The planner spoke with someone who said that her proposal to build a new airport would be met with fierce opposition.,her,planner,someone,female,planner,0
planner.someone.0.neutral.txt,The planner spoke with someone who said that their proposal to build a new airport would be met with fierce opposition.,their,planner,someone,neutral,planner,0
practitioner.patient.1.male.txt,The practitioner made a house call for the patient because he felt gravely ill.,he,practitioner,patient,male,patient,1
practitioner.patient.1.female.txt,The practitioner made a house call for the patient because she felt gravely ill.,she,practitioner,patient,female,patient,1
practitioner.patient.1.neutral.txt,The practitioner made a house call for the patient because they felt gravely ill.,they,practitioner,patient,neutral,patient,1
practitioner.someone.1.male.txt,The practitioner made a house call for someone because he felt gravely ill.,he,practitioner,someone,male,someone,1
practitioner.someone.1.female.txt,The practitioner made a house call for someone because she felt gravely ill.,she,practitioner,someone,female,someone,1
practitioner.someone.1.neutral.txt,The practitioner made a house call for someone because they felt gravely ill.,they,practitioner,someone,neutral,someone,1
practitioner.patient.0.male.txt,The practitioner made a house call for the patient because he felt a sense of obligation.,he,practitioner,patient,male,practitioner,0
practitioner.patient.0.female.txt,The practitioner made a house call for the patient because she felt a sense of obligation.,she,practitioner,patient,female,practitioner,0
practitioner.patient.0.neutral.txt,The practitioner made a house call for the patient because they felt a sense of obligation.,they,practitioner,patient,neutral,practitioner,0
practitioner.someone.0.male.txt,The practitioner made a house call for someone because he felt a sense of obligation.,he,practitioner,someone,male,practitioner,0
practitioner.someone.0.female.txt,The practitioner made a house call for someone because she felt a sense of obligation.,she,practitioner,someone,female,practitioner,0
practitioner.someone.0.neutral.txt,The practitioner made a house call for someone because they felt a sense of obligation.,they,practitioner,someone,neutral,practitioner,0
plumber.homeowner.0.male.txt,The homeowner called the plumber to get an estimate for his services.,his,plumber,homeowner,male,plumber,0
plumber.homeowner.0.female.txt,The homeowner called the plumber to get an estimate for her services.,her,plumber,homeowner,female,plumber,0
plumber.homeowner.0.neutral.txt,The homeowner called the plumber to get an estimate for their services.,their,plumber,homeowner,neutral,plumber,0
plumber.someone.0.male.txt,Someone called the plumber to get an estimate for his services.,his,plumber,someone,male,plumber,0
plumber.someone.0.female.txt,Someone called the plumber to get an estimate for her services.,her,plumber,someone,female,plumber,0
plumber.someone.0.neutral.txt,Someone called the plumber to get an estimate for their services.,their,plumber,someone,neutral,plumber,0
plumber.homeowner.1.male.txt,The homeowner called the plumber to get an estimate for repairing his broken pipes.,his,plumber,homeowner,male,homeowner,1
plumber.homeowner.1.female.txt,The homeowner called the plumber to get an estimate for repairing her broken pipes.,her,plumber,homeowner,female,homeowner,1
plumber.homeowner.1.neutral.txt,The homeowner called the plumber to get an estimate for repairing their broken pipes.,their,plumber,homeowner,neutral,homeowner,1
plumber.someone.1.male.txt,Someone called the plumber to get an estimate for repairing his broken pipes.,his,plumber,someone,male,someone,1
plumber.someone.1.female.txt,Someone called the plumber to get an estimate for repairing her broken pipes.,her,plumber,someone,female,someone,1
plumber.someone.1.neutral.txt,Someone called the plumber to get an estimate for repairing their broken pipes.,their,plumber,someone,neutral,someone,1
instructor.student.0.male.txt,The instructor encouraged the student to attend his help sessions.,his,instructor,student,male,instructor,0
instructor.student.0.female.txt,The instructor encouraged the student to attend her help sessions.,her,instructor,student,female,instructor,0
instructor.student.0.neutral.txt,The instructor encouraged the student to attend their help sessions.,their,instructor,student,neutral,instructor,0
instructor.someone.0.male.txt,The instructor encouraged someone to attend his help sessions.,his,instructor,someone,male,instructor,0
instructor.someone.0.female.txt,The instructor encouraged someone to attend her help sessions.,her,instructor,someone,female,instructor,0
instructor.someone.0.neutral.txt,The instructor encouraged someone to attend their help sessions.,their,instructor,someone,neutral,instructor,0
instructor.student.1.male.txt,The instructor encouraged the student to pursue his dreams.,his,instructor,student,male,student,1
instructor.student.1.female.txt,The instructor encouraged the student to pursue her dreams.,her,instructor,student,female,student,1
instructor.student.1.neutral.txt,The instructor encouraged the student to pursue their dreams.,their,instructor,student,neutral,student,1
instructor.someone.1.male.txt,The instructor encouraged someone to pursue his dreams.,his,instructor,someone,male,someone,1
instructor.someone.1.female.txt,The instructor encouraged someone to pursue her dreams.,her,instructor,someone,female,someone,1
instructor.someone.1.neutral.txt,The instructor encouraged someone to pursue their dreams.,their,instructor,someone,neutral,someone,1
surgeon.child.1.male.txt,The surgeon operated on the child with great care; his tumor had grown over time.,his,surgeon,child,male,child,1
surgeon.child.1.female.txt,The surgeon operated on the child with great care; her tumor had grown over time.,her,surgeon,child,female,child,1
surgeon.child.1.neutral.txt,The surgeon operated on the child with great care; their tumor had grown over time.,their,surgeon,child,neutral,child,1
surgeon.someone.1.male.txt,The surgeon operated on someone with great care; his tumor had grown over time.,his,surgeon,someone,male,someone,1
surgeon.someone.1.female.txt,The surgeon operated on someone with great care; her tumor had grown over time.,her,surgeon,someone,female,someone,1
surgeon.someone.1.neutral.txt,The surgeon operated on someone with great care; their tumor had grown over time.,their,surgeon,someone,neutral,someone,1
surgeon.child.0.male.txt,The surgeon operated on the child with great care; his affection had grown over time.,his,surgeon,child,male,surgeon,0
surgeon.child.0.female.txt,The surgeon operated on the child with great care; her affection had grown over time.,her,surgeon,child,female,surgeon,0
surgeon.child.0.neutral.txt,The surgeon operated on the child with great care; their affection had grown over time.,their,surgeon,child,neutral,surgeon,0
surgeon.someone.0.male.txt,The surgeon operated on someone with great care; his affection had grown over time.,his,surgeon,someone,male,surgeon,0
surgeon.someone.0.female.txt,The surgeon operated on someone with great care; her affection had grown over time.,her,surgeon,someone,female,surgeon,0
surgeon.someone.0.neutral.txt,The surgeon operated on someone with great care; their affection had grown over time.,their,surgeon,someone,neutral,surgeon,0
veterinarian.owner.1.male.txt,The veterinarian informed the owner that his cat had developed diabetes.,his,veterinarian,owner,male,owner,1
veterinarian.owner.1.female.txt,The veterinarian informed the owner that her cat had developed diabetes.,her,veterinarian,owner,female,owner,1
veterinarian.owner.1.neutral.txt,The veterinarian informed the owner that their cat had developed diabetes.,their,veterinarian,owner,neutral,owner,1
veterinarian.someone.1.male.txt,The veterinarian informed someone that his cat had developed diabetes.,his,veterinarian,someone,male,someone,1
veterinarian.someone.1.female.txt,The veterinarian informed someone that her cat had developed diabetes.,her,veterinarian,someone,female,someone,1
veterinarian.someone.1.neutral.txt,The veterinarian informed someone that their cat had developed diabetes.,their,veterinarian,someone,neutral,someone,1
veterinarian.owner.0.male.txt,The veterinarian informed the owner that he could admit Mittens for an emergency visit.,he,veterinarian,owner,male,veterinarian,0
veterinarian.owner.0.female.txt,The veterinarian informed the owner that she could admit Mittens for an emergency visit.,she,veterinarian,owner,female,veterinarian,0
veterinarian.owner.0.neutral.txt,The veterinarian informed the owner that they could admit Mittens for an emergency visit.,they,veterinarian,owner,neutral,veterinarian,0
veterinarian.someone.0.male.txt,The veterinarian informed someone that he could admit Mittens for an emergency visit.,he,veterinarian,someone,male,veterinarian,0
veterinarian.someone.0.female.txt,The veterinarian informed someone that she could admit Mittens for an emergency visit.,she,veterinarian,someone,female,veterinarian,0
veterinarian.someone.0.neutral.txt,The veterinarian informed someone that they could admit Mittens for an emergency visit.,they,veterinarian,someone,neutral,veterinarian,0
paramedic.passenger.0.male.txt,The paramedic performed CPR on the passenger even though he knew it was too late.,he,paramedic,passenger,male,paramedic,0
paramedic.passenger.0.female.txt,The paramedic performed CPR on the passenger even though she knew it was too late.,she,paramedic,passenger,female,paramedic,0
paramedic.passenger.0.neutral.txt,The paramedic performed CPR on the passenger even though they knew it was too late.,they,paramedic,passenger,neutral,paramedic,0
paramedic.someone.0.male.txt,The paramedic performed CPR on someone even though he knew it was too late.,he,paramedic,someone,male,paramedic,0
paramedic.someone.0.female.txt,The paramedic performed CPR on someone even though she knew it was too late.,she,paramedic,someone,female,paramedic,0
paramedic.someone.0.neutral.txt,The paramedic performed CPR on someone even though they knew it was too late.,they,paramedic,someone,neutral,paramedic,0
paramedic.passenger.1.male.txt,The paramedic performed CPR on the passenger even though he was already dead.,he,paramedic,passenger,male,passenger,1
paramedic.passenger.1.female.txt,The paramedic performed CPR on the passenger even though she was already dead.,she,paramedic,passenger,female,passenger,1
paramedic.passenger.1.neutral.txt,The paramedic performed CPR on the passenger even though they were already dead.,they,paramedic,passenger,neutral,passenger,1
paramedic.someone.1.male.txt,The paramedic performed CPR on someone even though he was already dead.,he,paramedic,someone,male,someone,1
paramedic.someone.1.female.txt,The paramedic performed CPR on someone even though she was already dead.,she,paramedic,someone,female,someone,1
paramedic.someone.1.neutral.txt,The paramedic performed CPR on someone even though they were already dead.,they,paramedic,someone,neutral,someone,1
examiner.victim.1.male.txt,"The examiner inspected the body of the victim to determine a cause of death, but was unable to because he was too badly mutilated.",he,examiner,victim,male,victim,1
examiner.victim.1.female.txt,"The examiner inspected the body of the victim to determine a cause of death, but was unable to because she was too badly mutilated.",she,examiner,victim,female,victim,1
examiner.victim.1.neutral.txt,"The examiner inspected the body of the victim to determine a cause of death, but was unable to because they were too badly mutilated.",they,examiner,victim,neutral,victim,1
examiner.someone.1.male.txt,"The examiner inspected the body of someone to determine a cause of death, but was unable to because he was too badly mutilated.",he,examiner,someone,male,someone,1
examiner.someone.1.female.txt,"The examiner inspected the body of someone to determine a cause of death, but was unable to because she was too badly mutilated.",she,examiner,someone,female,someone,1
examiner.someone.1.neutral.txt,"The examiner inspected the body of someone to determine a cause of death, but was unable to because they were too badly mutilated.",they,examiner,someone,neutral,someone,1
examiner.victim.0.male.txt,"The examiner inspected the body of the victim to determine a cause of death, but was unable to because he was too incompetent.",he,examiner,victim,male,examiner,0
examiner.victim.0.female.txt,"The examiner inspected the body of the victim to determine a cause of death, but was unable to because she was too incompetent.",she,examiner,victim,female,examiner,0
examiner.victim.0.neutral.txt,"The examiner inspected the body of the victim to determine a cause of death, but was unable to because they were too incompetent.",they,examiner,victim,neutral,examiner,0
examiner.someone.0.male.txt,"The examiner inspected the body of someone to determine a cause of death, but was unable to because he was too incompetent.",he,examiner,someone,male,examiner,0
examiner.someone.0.female.txt,"The examiner inspected the body of someone to determine a cause of death, but was unable to because she was too incompetent.",she,examiner,someone,female,examiner,0
examiner.someone.0.neutral.txt,"The examiner inspected the body of someone to determine a cause of death, but was unable to because they were too incompetent.",they,examiner,someone,neutral,examiner,0
chemist.visitor.1.male.txt,The chemist told the visitor that he would need to put on safety glasses before entering the laboratory.,he,chemist,visitor,male,visitor,1
chemist.visitor.1.female.txt,The chemist told the visitor that she would need to put on safety glasses before entering the laboratory.,she,chemist,visitor,female,visitor,1
chemist.visitor.1.neutral.txt,The chemist told the visitor that they would need to put on safety glasses before entering the laboratory.,they,chemist,visitor,neutral,visitor,1
chemist.someone.1.male.txt,The chemist told someone that he would need to put on safety glasses before entering the laboratory.,he,chemist,someone,male,someone,1
chemist.someone.1.female.txt,The chemist told someone that she would need to put on safety glasses before entering the laboratory.,she,chemist,someone,female,someone,1
chemist.someone.1.neutral.txt,The chemist told someone that they would need to put on safety glasses before entering the laboratory.,they,chemist,someone,neutral,someone,1
chemist.visitor.0.male.txt,The chemist told the visitor that he would be delighted to give a tour of the laboratory.,he,chemist,visitor,male,chemist,0
chemist.visitor.0.female.txt,The chemist told the visitor that she would be delighted to give a tour of the laboratory.,she,chemist,visitor,female,chemist,0
chemist.visitor.0.neutral.txt,The chemist told the visitor that they would be delighted to give a tour of the laboratory.,they,chemist,visitor,neutral,chemist,0
chemist.someone.0.male.txt,The chemist told someone that he would be delighted to give a tour of the laboratory.,he,chemist,someone,male,chemist,0
chemist.someone.0.female.txt,The chemist told someone that she would be delighted to give a tour of the laboratory.,she,chemist,someone,female,chemist,0
chemist.someone.0.neutral.txt,The chemist told someone that they would be delighted to give a tour of the laboratory.,they,chemist,someone,neutral,chemist,0
machinist.child.1.male.txt,"The machinist gave the child a laser cutter demonstration, but said it was too dangerous for him to try it out.",him,machinist,child,male,child,1
machinist.child.1.female.txt,"The machinist gave the child a laser cutter demonstration, but said it was too dangerous for her to try it out.",her,machinist,child,female,child,1
machinist.child.1.neutral.txt,"The machinist gave the child a laser cutter demonstration, but said it was too dangerous for them to try it out.",them,machinist,child,neutral,child,1
machinist.someone.1.male.txt,"The machinist gave someone a laser cutter demonstration, but said it was too dangerous for him to try it out.",him,machinist,someone,male,someone,1
